alert,class,conf
Caution,person,0.9208938479423523
Info,person,0.9165586829185486
Caution,person,0.9081975221633911
Info,person,0.8990822434425354
Info,person,0.4418395757675171
Caution,person,0.9123309850692749
Caution,person,0.9088793992996216
Info,person,0.9084671139717102
Info,person,0.8500503301620483
Info,person,0.5849913954734802
Info,person,0.9335253834724426
Caution,person,0.9219953417778015
Caution,person,0.9161063432693481
Info,person,0.6084782481193542
Info,person,0.5720155239105225
Info,person,0.9334621429443359
Caution,person,0.9182242751121521
Caution,person,0.9130730032920837
Info,person,0.7175331115722656
Info,person,0.6330390572547913
Info,person,0.9267319440841675
Caution,person,0.914586067199707
Caution,person,0.9096563458442688
Info,person,0.8631612062454224
Info,person,0.5931246280670166
Info,person,0.9152005910873413
Info,person,0.9144251346588135
Caution,person,0.9064752459526062
Caution,person,0.8880375027656555
Info,person,0.7388919591903687
Info,person,0.9067918658256531
Caution,person,0.9063262939453125
Info,person,0.9058687090873718
Caution,person,0.8998443484306335
Info,person,0.7207743525505066
Caution,person,0.9131841063499451
Info,person,0.9017871618270874
Caution,person,0.8963015675544739
Info,person,0.8929569125175476
Info,person,0.6935135126113892
Info,person,0.9029140472412109
Caution,person,0.9013371467590332
Info,person,0.8941807150840759
Caution,person,0.8840444684028625
Info,person,0.6899086236953735
Info,person,0.9144187569618225
Info,person,0.9125974178314209
Caution,person,0.8965957164764404
Caution,person,0.8844579458236694
Info,person,0.6428494453430176
Info,person,0.91630619764328
Caution,person,0.9101851582527161
Info,person,0.9007784128189087
Caution,person,0.8919716477394104
Info,person,0.6931740045547485
Caution,person,0.9055657982826233
Info,person,0.8871261477470398
Caution,person,0.8146674633026123
Info,person,0.7436940670013428
Caution,person,0.6772781014442444
Caution,person,0.89214688539505
Caution,person,0.8393324017524719
Caution,person,0.6181751489639282
Info,person,0.48336443305015564
Info,person,0.3620634078979492
Info,handbag,0.25586429238319397
Caution,person,0.8770546913146973
Caution,person,0.8496224284172058
Info,person,0.8249741196632385
Info,person,0.5943308472633362
Info,person,0.48421117663383484
Info,person,0.4342089593410492
Caution,person,0.9031071066856384
Caution,person,0.8983025550842285
Info,person,0.7959157228469849
Info,person,0.5168384313583374
Caution,person,0.9246260523796082
Caution,person,0.8998885154724121
Info,person,0.781233012676239
Info,person,0.7305716872215271
Info,person,0.4344485104084015
Info,person,0.2991009056568146
Caution,person,0.9332044124603271
Caution,person,0.9029083251953125
Info,person,0.7811974287033081
Info,person,0.7573400139808655
Caution,person,0.9251678586006165
Caution,person,0.9076550602912903
Info,person,0.853736400604248
Info,person,0.8043695688247681
Caution,person,0.929389476776123
Info,person,0.9131616353988647
Caution,person,0.8984891176223755
Info,person,0.6197624206542969
Info,person,0.5479766726493835
Info,person,0.931402862071991
Caution,person,0.9215641021728516
Caution,person,0.8970848321914673
Info,person,0.8052055239677429
